PokeDatabaseId,PokemonId,PokemonName,PokedexId,ClassificationId,AlternateFormName,OriginalPokemonId,LegendaryType,PokemonHeight,PokemonWeight,PrimaryTypeId,SecondaryTypeId,PrimaryAbilityId,SecondaryAbilityId,HiddenAbilityId,SpecialEventAbilityId,MaleRatio,FemaleRatio,BaseHappiness,GameOfOriginId,PrimaryEggGroupId,SecondaryEggGroupId,EggCycleCount,PreEvolutionPokemonId,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,EvolutionDetails
125,1341,Magneton,82,390,,,,1.0,60.0,3,11.0,134,249.0,5.0,,0.0,0.0,50,10,10,,20,46.0,50,60,95,120,70,70,465,0,0,0,2,0,0,2,60,Medium Fast,1000000,Level 30
126,1342,Farfetch'd,83,708,,,,0.8,15.0,5,16.0,118,111.0,49.0,,50.0,50.0,50,10,7,6.0,20,,52,90,55,58,62,60,377,0,1,0,0,0,0,1,45,Medium Fast,1000000,
127,1369,Farfetch'd,83,707,Galar,1342.0,,0.8,42.0,14,,241,,211.0,,50.0,50.0,50,5,7,6.0,20,,52,95,55,58,62,55,377,0,1,0,0,0,0,1,45,Medium Fast,1000000,
128,1343,Doduo,84,680,,,,1.4,39.2,5,16.0,203,58.0,262.0,,50.0,50.0,50,10,7,,20,,35,85,45,35,35,75,310,0,1,0,0,0,0,1,190,Medium Fast,1000000,
129,1344,Dodrio,85,674,,,,1.8,85.2,5,16.0,203,58.0,262.0,,50.0,50.0,50,10,7,,20,1343.0,60,110,70,60,60,110,470,0,2,0,0,0,0,2,45,Medium Fast,1000000,Level 31
130,1345,Seel,86,545,,,,1.1,90.0,2,,271,100.0,102.0,,50.0,50.0,50,10,13,6.0,20,,65,45,55,45,70,45,325,0,0,0,0,1,0,1,190,Medium Fast,1000000,
131,1346,Dewgong,87,545,,,,1.7,120.0,2,1.0,271,100.0,102.0,,50.0,50.0,50,10,13,6.0,20,1345.0,90,70,80,70,95,70,475,0,0,0,0,2,0,2,75,Medium Fast,1000000,Level 34
132,1347,Grimer,88,580,,,,0.9,30.0,7,,245,246.0,172.0,,50.0,50.0,50,10,1,,20,,80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,
133,1372,Grimer,88,580,Alola,1347.0,,0.7,42.0,7,15.0,172,80.0,174.0,,50.0,50.0,50,12,1,,20,,80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,
134,1373,Muk,89,580,Alola,1348.0,,1.0,52.0,7,15.0,172,80.0,174.0,,50.0,50.0,50,12,1,,20,1372.0,105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,Medium Fast,1000000,Level 38
135,1348,Muk,89,580,,,,1.2,30.0,7,,245,246.0,172.0,,50.0,50.0,50,10,1,,20,1347.0,105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,Medium Fast,1000000,Level 38
136,1349,Shellder,90,62,,,,0.3,4.0,2,,220,224.0,159.0,,50.0,50.0,50,10,15,,20,,30,65,100,45,25,40,305,0,0,1,0,0,0,1,190,Slow,1250000,
137,1350,Cloyster,91,62,,,,1.5,132.5,2,1.0,220,224.0,159.0,,50.0,50.0,50,10,15,,20,1349.0,50,95,180,85,45,70,525,0,0,2,0,0,0,2,60,Slow,1250000,Water Stone
138,1351,Gastly,92,261,,,,1.3,0.1,17,7.0,121,,,,50.0,50.0,50,10,1,,20,,30,35,30,100,35,80,310,0,0,0,1,0,0,1,190,Medium Slow,1059860,
139,1352,Haunter,93,261,,,,1.6,0.1,17,7.0,121,,,,50.0,50.0,50,10,1,,20,1351.0,45,50,45,115,55,95,405,0,0,0,2,0,0,2,90,Medium Slow,1059860,Level 25
140,1353,Gengar,94,558,,,,1.5,40.5,17,7.0,41,,,,50.0,50.0,50,10,1,,20,1352.0,60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,Medium Slow,1059860,
141,1353,Gengar,94,558,,,,1.5,40.5,17,7.0,41,,,,50.0,50.0,50,10,1,,20,1352.0,60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,Medium Slow,1059860,Trade Or Use Linking Cord In Legends: Arceus
142,1549,Gengar,94,558,Gigantamax,1353.0,,20.0,0.0,17,7.0,41,,,,50.0,50.0,50,5,1,,20,,60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,Medium Slow,1059860,
143,1371,Gengar,94,558,Mega,1353.0,,1.4,40.5,17,7.0,216,,,,50.0,50.0,70,9,1,,20,,60,65,80,170,95,130,600,0,0,0,3,0,0,3,45,Medium Slow,1059860,
144,1354,Onix,95,512,,,,8.8,210.0,8,6.0,200,249.0,296.0,,50.0,50.0,50,10,10,,25,,35,45,160,30,45,70,385,0,0,1,0,0,0,1,45,Medium Fast,1000000,
145,1355,Drowzee,96,310,,,,1.0,32.4,9,,112,73.0,111.0,,50.0,50.0,50,10,9,,20,,60,48,45,43,90,42,328,0,0,0,0,1,0,1,190,Medium Fast,1000000,
146,1356,Hypno,97,310,,,,1.6,75.6,9,,112,73.0,111.0,,50.0,50.0,50,10,9,,20,1355.0,85,73,70,73,115,67,483,0,0,0,0,2,0,2,75,Medium Fast,1000000,Level 26
147,1357,Krabby,98,505,,,,0.4,6.5,2,,101,220.0,219.0,,50.0,50.0,50,10,15,,20,,30,105,90,25,25,50,325,0,1,0,0,0,0,1,225,Medium Fast,1000000,
148,1358,Kingler,99,458,,,,1.3,60.0,2,,101,220.0,219.0,,50.0,50.0,50,10,15,,20,1357.0,55,130,115,50,50,75,475,0,2,0,0,0,0,2,60,Medium Fast,1000000,Level 28
149,1548,Kingler,99,458,Gigantamax,1358.0,,19.0,0.0,2,,101,220.0,219.0,,50.0,50.0,50,5,15,,20,,55,130,115,50,50,75,475,0,2,0,0,0,0,2,60,Medium Fast,1000000,
150,47,Voltorb,100,32,,,,0.5,10.5,3,,233,240.0,3.0,,0.0,0.0,50,10,10,,20,,40,30,50,55,55,100,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,
151,1620,Voltorb,100,594,Hisui,47.0,,0.5,13.0,3,4.0,233,240.0,3.0,,0.0,0.0,50,18,10,,20,,40,30,50,55,55,100,330,0,0,0,0,0,1,1,235,Medium Fast,1000000,
152,105,Electrode,101,32,,,,1.2,66.6,3,,233,240.0,3.0,,0.0,0.0,50,10,10,,20,47.0,60,50,70,80,80,150,490,0,0,0,0,0,2,2,60,Medium Fast,1000000,Level 30
153,1632,Electrode,101,594,Hisui,105.0,,1.2,71.0,3,4.0,233,240.0,3.0,,0.0,0.0,50,18,10,,20,1620.0,60,50,70,80,80,150,490,0,0,0,0,0,2,2,135,Medium Fast,1000000,Leaf Stone
154,136,Exeggcute,102,193,,,,0.4,2.5,4,9.0,27,,91.0,,50.0,50.0,50,10,8,,20,,60,40,80,60,45,40,325,0,0,1,0,0,0,1,90,Slow,1250000,
155,137,Exeggutor,103,126,,,,2.0,120.0,4,9.0,27,,91.0,,50.0,50.0,50,10,8,,20,136.0,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Leaf Stone
156,137,Exeggutor,103,126,,,,2.0,120.0,4,9.0,27,,91.0,,50.0,50.0,50,10,8,,20,136.0,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Leaf Stone in Ultra Space - Only Available In USUM
157,137,Exeggutor,103,126,,,,2.0,120.0,4,9.0,27,,91.0,,50.0,50.0,50,10,8,,20,136.0,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,Leaf Stone
158,1359,Exeggutor,103,126,Alola,137.0,,10.9,415.6,4,12.0,75,,91.0,,50.0,50.0,50,12,8,,20,136.0,95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,Slow,1250000,Leaf Stone in Alola
159,1359,Exeggutor,103,126,Alola,137.0,,10.9,415.6,4,12.0,75,,91.0,,50.0,50.0,50,12,8,,20,136.0,95,105,85,125,75,45,530,0,0,0,2,0,0,2,45,Slow,1250000,
160,138,Cubone,104,373,,,,0.4,6.5,6,,200,124.0,17.0,,50.0,50.0,50,10,11,,20,,50,50,95,40,50,35,320,0,0,1,0,0,0,1,190,Medium Fast,1000000,
161,139,Marowak,105,75,,,,1.0,45.0,6,,200,124.0,17.0,,50.0,50.0,50,10,11,,20,138.0,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Level 28
162,139,Marowak,105,75,,,,1.0,45.0,6,,200,124.0,17.0,,50.0,50.0,50,10,11,,20,138.0,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Level 28
163,139,Marowak,105,75,,,,1.0,45.0,6,,200,124.0,17.0,,50.0,50.0,50,10,11,,20,138.0,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Level 28 in Ultra Space - Only Available In USUM
164,1374,Marowak,105,75,Alola,139.0,,1.0,34.0,17,13.0,41,124.0,200.0,,50.0,50.0,50,12,11,,20,138.0,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,Level 28 At Night in Alola
165,1374,Marowak,105,75,Alola,139.0,,1.0,34.0,17,13.0,41,124.0,200.0,,50.0,50.0,50,12,11,,20,138.0,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,
166,140,Hitmonlee,106,344,,,,1.5,49.8,14,,125,194.0,284.0,,100.0,0.0,50,10,9,,25,360.0,50,120,53,35,110,87,455,0,2,0,0,0,0,2,45,Medium Fast,1000000,Level 20 With Attack > Defense
167,141,Hitmonchan,107,486,,,,1.4,50.2,14,,118,116.0,111.0,,100.0,0.0,50,10,9,,25,360.0,50,105,79,35,110,76,455,0,0,0,0,2,0,2,45,Medium Fast,1000000,Level 20 With Attack < Defense
168,142,Lickitung,108,362,,,,1.2,65.5,5,,161,156.0,29.0,,50.0,50.0,50,10,11,,20,,90,55,75,60,75,30,385,2,0,0,0,0,0,2,45,Medium Fast,1000000,
169,143,Koffing,109,469,,,,0.6,1.0,7,,121,153.0,245.0,,50.0,50.0,50,10,1,,20,,40,65,95,60,45,35,340,0,0,1,0,0,0,1,190,Medium Fast,1000000,
170,144,Weezing,110,469,,,,1.2,9.5,7,,121,153.0,245.0,,50.0,50.0,50,10,1,,20,143.0,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,Level 35
171,1375,Weezing,110,469,Galar,144.0,,3.0,16.0,7,10.0,121,153.0,142.0,,50.0,50.0,50,5,1,,20,143.0,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,Level 35 in Galar
172,145,Rhyhorn,111,597,,,,1.0,115.0,6,8.0,124,200.0,194.0,,50.0,50.0,50,10,11,6.0,20,,80,85,95,30,30,25,345,0,0,1,0,0,0,1,120,Slow,1250000,
173,146,Rhydon,112,186,,,,1.9,120.0,6,8.0,124,200.0,194.0,,50.0,50.0,50,10,11,6.0,20,145.0,105,130,120,45,45,40,485,0,2,0,0,0,0,2,60,Slow,1250000,Level 42
174,147,Chansey,113,193,,,,1.1,34.6,5,,151,214.0,92.0,,0.0,100.0,140,10,5,,40,638.0,250,5,5,35,105,50,450,2,0,0,0,0,0,2,30,Fast,800000,Holding An Oval Stone During The Day
175,148,Tangela,114,691,,,,1.0,35.0,4,,27,120.0,196.0,,50.0,50.0,50,10,8,,20,,65,55,115,100,40,60,435,0,0,1,0,0,0,1,45,Medium Fast,1000000,
176,211,Kangaskhan,115,449,,,,2.2,80.0,5,,58,211.0,111.0,,0.0,100.0,50,10,11,,20,,105,95,80,40,80,90,490,2,0,0,0,0,0,2,45,Medium Fast,1000000,
177,1379,Kangaskhan,115,449,Mega,211.0,,2.2,100.0,5,,162,,,,0.0,100.0,70,9,11,,20,,105,125,100,60,100,100,590,2,0,0,0,0,0,2,45,Medium Fast,1000000,
178,212,Horsea,116,183,,,,0.4,8.0,2,,257,227.0,43.0,,50.0,50.0,50,10,13,4.0,20,,30,40,70,70,25,60,295,0,0,0,1,0,0,1,225,Medium Fast,1000000,
179,213,Seadra,117,183,,,,1.2,25.0,2,,170,227.0,43.0,,50.0,50.0,50,10,13,4.0,20,212.0,55,65,95,95,45,85,440,0,0,1,1,0,0,2,75,Medium Fast,1000000,Level 32
180,214,Goldeen,118,273,,,,0.6,15.0,2,,257,295.0,124.0,,50.0,50.0,50,10,14,,20,,45,67,60,35,50,63,320,0,1,0,0,0,0,1,225,Medium Fast,1000000,
181,215,Seaking,119,273,,,,1.3,39.0,2,,257,295.0,124.0,,50.0,50.0,50,10,14,,20,214.0,80,92,65,65,80,68,450,0,2,0,0,0,0,2,60,Medium Fast,1000000,Level 33
182,216,Staryu,120,610,,,,0.8,34.5,2,,105,151.0,5.0,,0.0,0.0,50,10,15,,20,,30,45,55,70,55,85,340,0,0,0,0,0,1,1,225,Slow,1250000,
183,217,Starmie,121,428,,,,1.1,80.0,2,9.0,105,151.0,5.0,,0.0,0.0,50,10,15,,20,216.0,60,75,85,100,85,115,520,0,0,0,0,0,2,2,60,Slow,1250000,Water Stone
184,218,Mr. Mime,122,38,,,,1.3,54.5,9,10.0,233,65.0,264.0,,50.0,50.0,50,10,9,,25,637.0,40,45,65,100,120,90,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,Knowing Mimic
185,1377,Mr. Mime,122,156,Galar,218.0,,1.4,56.0,1,9.0,289,212.0,102.0,,50.0,50.0,50,5,9,,25,637.0,50,65,65,90,90,100,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,Knowing Mimic in Galar
186,219,Scyther,123,393,,,,1.5,56.0,18,16.0,255,264.0,241.0,,50.0,50.0,50,10,2,,25,,70,110,80,55,80,105,500,0,1,0,0,0,0,1,45,Medium Fast,1000000,
187,220,Jynx,124,308,,,,1.4,40.6,1,9.0,156,73.0,57.0,,0.0,100.0,50,10,9,,25,362.0,65,50,35,115,95,95,455,0,0,0,2,0,0,2,45,Medium Fast,1000000,Level 30
188,221,Electabuzz,125,195,,,,1.1,30.0,3,,240,,289.0,,75.0,25.0,50,10,9,,25,363.0,65,83,57,95,85,105,490,0,0,0,0,0,2,2,45,Medium Fast,1000000,Level 30
189,222,Magmar,126,605,,,,1.3,44.5,13,,66,,289.0,,75.0,25.0,50,10,9,,25,364.0,65,95,57,100,85,93,495,0,0,0,2,0,0,2,45,Medium Fast,1000000,Level 30
190,223,Pinsir,127,608,,,,1.5,55.0,18,,101,143.0,146.0,,50.0,50.0,50,10,2,,25,,65,125,100,55,70,85,500,0,2,0,0,0,0,2,45,Slow,1250000,
191,1380,Pinsir,127,608,Mega,223.0,,1.7,59.0,18,16.0,2,,,,50.0,50.0,70,9,2,,25,,65,155,120,65,90,105,600,0,2,0,0,0,0,2,45,Slow,1250000,
192,224,Tauros,128,707,,,,1.4,88.4,5,,113,6.0,219.0,,100.0,0.0,50,10,6,,20,,75,100,95,40,70,110,490,0,1,0,0,0,1,2,45,Slow,1250000,
193,1671,Tauros,128,707,Paldean Combat Breed,224.0,,1.4,115.0,14,,113,6.0,39.0,,100.0,0.0,70,7,6,,20,,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,
194,1672,Tauros,128,707,Paldean Blaze Breed,224.0,,1.4,85.0,14,13.0,113,6.0,39.0,,100.0,0.0,70,7,6,,20,,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,
195,1673,Tauros,128,707,Paldean Aqua Breed,224.0,,1.4,110.0,14,2.0,113,6.0,39.0,,100.0,0.0,70,7,6,,20,,75,110,105,30,70,100,490,0,1,0,0,0,1,2,45,Slow,1250000,
196,225,Magikarp,129,230,,,,0.9,10.0,2,,257,,192.0,,50.0,50.0,50,10,14,4.0,5,,20,10,55,15,20,80,200,0,0,0,0,0,1,1,255,Slow,1250000,
197,226,Gyarados,130,22,,,,6.5,235.0,2,16.0,113,,146.0,,50.0,50.0,50,10,14,4.0,5,225.0,95,125,79,60,100,81,540,0,2,0,0,0,0,2,45,Slow,1250000,Level 20
198,1381,Gyarados,130,22,Mega,226.0,,6.5,305.0,2,15.0,143,,,,50.0,50.0,70,9,14,4.0,5,,95,155,109,70,130,81,640,0,2,0,0,0,0,2,45,Slow,1250000,
199,227,Lapras,131,669,,,,2.5,220.0,2,1.0,292,220.0,100.0,,50.0,50.0,50,10,11,13.0,40,,130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,Slow,1250000,
200,1547,Lapras,131,669,Gigantamax,227.0,,24.0,0.0,2,1.0,292,220.0,100.0,,50.0,50.0,50,5,11,13.0,40,,130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,Slow,1250000,
201,29,Ditto,132,668,,,,0.3,4.0,5,,125,,108.0,,0.0,0.0,50,10,3,,20,,48,48,48,48,48,48,288,1,0,0,0,0,0,1,35,Medium Fast,1000000,
202,228,Eevee,133,211,,,,0.3,6.5,5,,203,1.0,8.0,,87.5,12.5,50,10,6,,35,,55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,Medium Fast,1000000,
203,1546,Eevee,133,211,Gigantamax,228.0,,18.0,0.0,5,,203,1.0,8.0,,87.5,12.5,50,5,6,,35,,55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,Medium Fast,1000000,
204,1596,Eevee,133,211,Starter,228.0,,0.3,6.5,5,,203,1.0,8.0,,87.5,12.5,70,11,6,,35,,65,75,70,65,85,75,435,0,0,0,0,1,0,1,45,Medium Fast,1000000,
205,229,Vaporeon,134,89,,,,1.0,29.0,2,,292,,100.0,,87.5,12.5,50,10,6,,35,228.0,130,65,60,110,95,65,525,2,0,0,0,0,0,2,45,Medium Fast,1000000,Water Stone
206,230,Jolteon,135,365,,,,0.8,24.5,3,,290,,190.0,,87.5,12.5,50,10,6,,35,228.0,65,65,60,110,95,130,525,0,0,0,0,0,2,2,45,Medium Fast,1000000,Thunder Stone
207,231,Flareon,136,234,,,,0.9,25.0,13,,68,,89.0,,87.5,12.5,50,10,6,,35,228.0,65,130,60,95,110,65,525,0,2,0,0,0,0,2,45,Medium Fast,1000000,Fire Stone
208,232,Porygon,137,692,,,,0.8,36.5,5,,278,53.0,5.0,,0.0,0.0,50,10,10,,20,,65,60,70,85,75,40,395,0,0,0,1,0,0,1,45,Medium Fast,1000000,
209,233,Omanyte,138,602,,,,0.4,7.5,8,2.0,257,220.0,296.0,,87.5,12.5,50,10,13,15.0,30,,35,40,100,90,55,35,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,
210,234,Omastar,139,602,,,,1.0,35.0,8,2.0,257,220.0,296.0,,87.5,12.5,50,10,13,15.0,30,233.0,70,60,125,115,70,55,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,Level 40
211,235,Kabuto,140,566,,,,0.5,11.5,8,2.0,257,17.0,296.0,,87.5,12.5,50,10,13,15.0,30,,30,80,90,55,45,55,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,
212,236,Kabutops,141,566,,,,1.3,40.5,8,2.0,257,17.0,296.0,,87.5,12.5,50,10,13,15.0,30,235.0,60,115,105,65,70,80,495,0,2,0,0,0,0,2,45,Medium Fast,1000000,Level 40
213,237,Aerodactyl,142,246,,,,1.8,59.0,8,16.0,200,177.0,285.0,,87.5,12.5,50,10,7,,35,,80,105,65,60,75,130,515,0,0,0,0,0,2,2,45,Slow,1250000,
214,1382,Aerodactyl,142,246,Mega,237.0,,2.1,79.0,8,16.0,274,,,,87.5,12.5,70,9,7,,35,,80,135,85,70,95,150,615,0,0,0,0,0,2,2,45,Slow,1250000,
215,238,Snorlax,143,579,,,,2.1,460.0,5,,107,271.0,80.0,,87.5,12.5,50,10,11,,40,644.0,160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,Slow,1250000,
216,1545,Snorlax,143,579,Gigantamax,238.0,,35.0,0.0,5,,107,271.0,80.0,,87.5,12.5,50,5,11,,40,,160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,Slow,1250000,
217,239,Articuno,144,250,,,Sub-Legendary,1.7,55.4,1,16.0,177,,228.0,,0.0,0.0,35,10,12,,80,,90,85,100,95,125,85,580,0,0,0,0,3,0,3,3,Slow,1250000,
218,1385,Articuno,144,151,Galar,239.0,Sub-Legendary,1.7,50.9,9,16.0,33,,,,0.0,0.0,35,5,12,,80,,90,85,85,125,100,95,580,0,0,0,3,0,0,3,3,Slow,1250000,
219,240,Zapdos,145,195,,,Sub-Legendary,1.6,52.6,3,16.0,177,,240.0,,0.0,0.0,35,10,12,,80,,90,90,85,125,90,100,580,0,0,0,3,0,0,3,3,Slow,1250000,
220,1386,Zapdos,145,621,Galar,240.0,Sub-Legendary,1.6,58.2,14,16.0,49,,,,0.0,0.0,35,5,12,,80,,90,125,90,85,90,100,580,0,3,0,0,0,0,3,3,Slow,1250000,
221,241,Moltres,146,234,,,Sub-Legendary,2.0,60.0,13,16.0,177,,66.0,,0.0,0.0,35,10,12,,80,,90,100,90,125,85,90,580,0,0,0,3,0,0,3,3,Slow,1250000,
222,1387,Moltres,146,391,Galar,241.0,Sub-Legendary,2.0,66.0,15,16.0,21,,,,0.0,0.0,35,5,12,,80,,90,85,90,100,125,90,580,0,0,0,0,3,0,3,3,Slow,1250000,
223,242,Dratini,147,183,,,,1.8,3.3,12,,218,,135.0,,50.0,50.0,35,10,13,4.0,40,,41,64,45,50,50,50,300,0,1,0,0,0,0,1,45,Slow,1250000,
224,243,Dragonair,148,183,,,,4.0,16.5,12,,218,,135.0,,50.0,50.0,35,10,13,4.0,40,242.0,61,84,65,70,70,70,420,0,2,0,0,0,0,2,45,Slow,1250000,Level 30
225,244,Dragonite,149,183,,,,2.2,210.0,12,16.0,111,,147.0,,50.0,50.0,35,10,13,4.0,40,243.0,91,134,95,100,100,80,600,0,3,0,0,0,0,3,45,Slow,1250000,Level 55
226,43,Mewtwo,150,264,,,Legendary,2.0,122.0,9,,177,,285.0,,0.0,0.0,0,10,12,,120,,106,110,90,154,90,130,680,0,0,0,3,0,0,3,3,Slow,1250000,
227,44,Mewtwo,150,264,Mega X,43.0,Legendary,2.3,127.0,9,,241,,,,0.0,0.0,0,9,12,,120,,106,190,100,154,100,130,780,0,0,0,3,0,0,3,3,Slow,1250000,
228,45,Mewtwo,150,264,Mega Y,43.0,Legendary,1.5,33.0,9,,112,,,,0.0,0.0,0,9,12,,120,,106,150,70,194,120,140,780,0,0,0,3,0,0,3,3,Slow,1250000,
229,42,Mew,151,432,,,Mythical,0.4,4.0,9,,260,,,,0.0,0.0,100,10,12,,120,,100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,Medium Slow,1059860,
230,245,Chikorita,152,359,,,,0.9,6.4,4,,160,,120.0,,87.5,12.5,50,14,11,8.0,20,,45,49,65,49,65,45,318,0,0,0,0,1,0,1,45,Medium Slow,1059860,
231,246,Bayleef,153,359,,,,1.2,15.8,4,,160,,120.0,,87.5,12.5,50,14,11,8.0,20,245.0,60,62,80,63,80,60,405,0,0,1,0,1,0,2,45,Medium Slow,1059860,Level 16
232,247,Meganium,154,297,,,,1.8,100.5,4,,160,,120.0,,87.5,12.5,50,14,11,8.0,20,246.0,80,82,100,83,100,80,525,0,0,1,0,2,0,3,45,Medium Slow,1059860,Level 32
233,248,Cyndaquil,155,224,,,,0.5,7.9,13,,23,,68.0,,87.5,12.5,50,14,6,,20,,39,52,43,60,50,65,309,0,0,0,0,0,1,1,45,Medium Slow,1059860,
234,249,Quilava,156,693,,,,0.9,19.0,13,,23,,68.0,,87.5,12.5,50,14,6,,20,248.0,58,64,58,80,65,80,405,0,0,0,1,0,1,2,45,Medium Slow,1059860,Level 14
235,250,Typhlosion,157,693,,,,1.7,79.5,13,,23,,68.0,,87.5,12.5,50,14,6,,20,249.0,78,84,78,109,85,100,534,0,0,0,3,0,0,3,45,Medium Slow,1059860,Level 36
236,1628,Typhlosion,157,267,Hisui,250.0,,1.6,69.8,13,17.0,23,,75.0,,87.5,12.5,50,18,6,,20,249.0,73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,Medium Slow,1059860,Level 36 in Hisui
237,1628,Typhlosion,157,267,Hisui,250.0,,1.6,69.8,13,17.0,23,,75.0,,87.5,12.5,50,18,6,,20,249.0,73,84,78,119,85,95,534,0,0,0,3,0,0,3,55,Medium Slow,1059860,
238,251,Totodile,158,56,,,,0.6,9.5,2,,273,,219.0,,87.5,12.5,50,14,11,13.0,20,,50,65,64,44,48,43,314,0,1,0,0,0,0,1,45,Medium Slow,1059860,
239,252,Croconaw,159,56,,,,1.1,25.0,2,,273,,219.0,,87.5,12.5,50,14,11,13.0,20,251.0,65,80,80,59,63,58,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,Level 18
240,253,Feraligatr,160,56,,,,2.3,88.8,2,,273,,219.0,,87.5,12.5,50,14,11,13.0,20,252.0,85,105,100,79,83,78,530,0,2,1,0,0,0,3,45,Medium Slow,1059860,Level 30
241,254,Sentret,161,536,,,,0.8,6.0,5,,203,118.0,75.0,,50.0,50.0,50,14,6,,15,,35,46,34,35,45,20,215,0,1,0,0,0,0,1,255,Medium Fast,1000000,
242,255,Furret,162,374,,,,1.8,32.5,5,,203,118.0,75.0,,50.0,50.0,50,14,6,,15,254.0,85,76,64,45,55,90,415,0,0,0,0,0,2,2,90,Medium Fast,1000000,Level 15
243,256,Hoothoot,163,444,,,,0.7,21.2,5,16.0,112,118.0,272.0,,50.0,50.0,50,14,7,,15,,60,30,30,36,56,50,262,1,0,0,0,0,0,1,255,Medium Fast,1000000,
244,257,Noctowl,164,444,,,,1.6,40.8,5,16.0,112,118.0,272.0,,50.0,50.0,50,14,7,,15,256.0,100,50,50,86,96,70,452,2,0,0,0,0,0,2,90,Medium Fast,1000000,Level 20
245,258,Ledyba,165,231,,,,1.0,10.8,18,16.0,255,58.0,192.0,,50.0,50.0,50,14,2,,15,,40,20,30,40,80,55,265,0,0,0,0,1,0,1,255,Fast,800000,
246,259,Ledian,166,231,,,,1.4,35.6,18,16.0,255,58.0,116.0,,50.0,50.0,50,14,2,,15,258.0,55,35,50,55,110,85,390,0,0,0,0,2,0,2,90,Fast,800000,Level 18
247,260,Spinarak,167,619,,,,0.5,8.5,18,7.0,255,112.0,227.0,,50.0,50.0,50,14,2,,15,,40,60,40,40,40,30,250,0,1,0,0,0,0,1,255,Fast,800000,
248,261,Ariados,168,375,,,,1.1,33.5,18,7.0,255,112.0,227.0,,50.0,50.0,50,14,2,,15,260.0,70,90,70,60,70,40,400,0,2,0,0,0,0,2,90,Fast,800000,Level 22
249,63,Crobat,169,40,,,,1.8,75.0,7,16.0,111,,109.0,,50.0,50.0,50,14,7,,15,62.0,85,90,80,70,80,130,535,0,0,0,0,0,3,3,90,Medium Fast,1000000,
250,262,Chinchou,170,6,,,,0.5,12.0,2,3.0,290,105.0,292.0,,50.0,50.0,50,14,14,,20,,75,38,38,56,56,67,330,1,0,0,0,0,0,1,190,Slow,1250000,
251,263,Lanturn,171,364,,,,1.2,22.5,2,3.0,290,105.0,292.0,,50.0,50.0,50,14,14,,20,262.0,125,58,58,76,76,67,460,2,0,0,0,0,0,2,75,Slow,1250000,Level 27
252,88,Pichu,172,656,,,,0.3,2.0,3,,240,,124.0,,50.0,50.0,50,14,12,,10,,20,40,15,35,35,60,205,0,0,0,0,0,1,1,190,Medium Fast,1000000,
253,51,Cleffa,173,610,,,,0.3,3.0,10,,42,130.0,74.0,,25.0,75.0,140,14,12,,10,,50,25,28,45,55,15,218,0,0,0,0,1,0,1,150,Fast,800000,
